City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
512,shankargarh,25.1833,81.6167,14.82,48,0,1.52,IN,1675731091
513,calabozo,8.9242,-67.4293,28.58,45,100,2.22,VE,1675731092
514,mount darwin,-16.7725,31.5838,18.08,97,39,1.05,ZW,1675731092
515,kaufbeuren,47.8833,10.6167,-4.4,85,30,3.11,DE,1675730888
516,labrea,-7.2586,-64.7981,23.42,96,96,0.74,BR,1675731092
517,fukue,32.6881,128.8419,12.2,87,75,5.14,JP,1675731093
518,sredniy ikorets,51.0675,39.7584,-10.68,92,80,3.64,RU,1675731093
519,uporovo,56.3109,66.2693,-19.34,100,98,1.43,RU,1675731093
520,kavaratti,10.5669,72.642,26.77,73,100,5.45,IN,1675730946
521,demba,-5.51,22.2667,19.68,90,99,0.5,CD,1675731094
522,ekibastuz,51.6667,75.3667,-12.42,96,100,1.38,KZ,1675731094
523,eyl,7.9803,49.8164,22.65,80,99,6.04,SO,1675731094
524,sarangani,5.4033,125.4636,27.08,78,100,7.36,PH,1675731095
525,puerto colombia,10.9878,-74.9547,16.05,85,0,12.73,CO,1675731095
526,kamenka,51.3223,42.7678,-14.96,91,27,3.16,RU,1675731095
527,hamadan,34.7992,48.5146,0.49,93,75,1.03,IR,1675731096
528,korcula,42.9622,17.1369,2.76,52,0,6.53,HR,1675731096
529,vanimo,-2.6741,141.3028,26.92,87,100,3.15,PG,1675731096
530,floro,61.5996,5.0328,7.2,81,100,11.32,NO,1675731096
531,hailar,49.2,119.7,-22.28,99,91,2.46,CN,1675731097
532,bereznik,62.8551,42.7072,-14.6,98,86,1.79,RU,1675731097
533,nokaneng,-19.6667,22.2667,19.78,93,100,2.78,BW,1675731098
534,saint-leu,-21.15,55.2833,24.48,75,66,0.69,RE,1675731098
535,bushehr,28.9684,50.8385,19.05,59,100,3.09,IR,1675731098
536,san policarpo,12.1791,125.5072,27.34,72,100,5.99,PH,1675731099
537,syracuse,37.0881,15.2792,7.65,66,99,4.28,IT,1675730923
538,lakatoro,-16.0999,167.4164,25.28,90,100,4.4,VU,1675731099
539,odweyne,9.4092,45.064,17.38,59,80,2.4,SO,1675731100
